,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y_pred[157],2.54,0.657,1.256,3.743,0.013,0.018,2650.0,1254.0,1.0
y_pred[158],6.36,1.847,3.105,9.795,0.035,0.044,2712.0,1553.0,1.01
y_pred[159],4.228,1.061,2.283,6.249,0.021,0.025,2484.0,1466.0,1.0
y_pred[160],5.86,1.682,2.395,8.823,0.03,0.043,3076.0,1417.0,1.0
y_pred[161],5.624,1.506,2.72,8.349,0.026,0.036,3310.0,1333.0,1.0
y_pred[162],4.565,1.136,2.454,6.731,0.021,0.029,2979.0,1612.0,1.0
y_pred[163],7.99,2.867,2.5,13.231,0.055,0.081,2737.0,991.0,1.0
y_pred[164],2.79,0.718,1.489,4.213,0.016,0.019,2064.0,1210.0,1.0
y_pred[165],6.609,2.027,2.655,10.347,0.04,0.053,2424.0,1345.0,1.0
y_pred[166],5.137,1.35,2.726,7.745,0.026,0.032,2701.0,1199.0,1.0
y_pred[167],6.956,2.176,3.138,11.273,0.044,0.054,2447.0,1441.0,1.0
y_pred[168],7.868,2.862,2.385,12.958,0.054,0.072,2799.0,1272.0,1.0
y_pred[169],3.719,0.928,2.044,5.588,0.017,0.024,2992.0,1406.0,1.0
y_pred[170],6.681,1.956,3.207,10.447,0.039,0.045,2502.0,1335.0,1.0
y_pred[171],9.598,4.714,0.677,18.067,0.088,0.122,2866.0,1328.0,1.0
y_pred[172],9.562,4.493,1.089,17.894,0.089,0.116,2528.0,1426.0,1.01
y_pred[173],3.832,0.945,2.064,5.554,0.018,0.024,2705.0,1238.0,1.0
y_pred[174],2.544,0.692,1.248,3.834,0.012,0.02,3086.0,1325.0,1.0
y_pred[175],8.954,3.771,1.607,15.855,0.066,0.087,3213.0,1545.0,1.0
y_pred[176],9.491,4.445,0.426,17.395,0.089,0.123,2485.0,1278.0,1.0
y_pred[177],8.349,3.097,2.506,13.94,0.065,0.075,2284.0,1343.0,1.0
y_pred[178],6.633,2.029,3.038,10.429,0.037,0.054,3009.0,1390.0,1.0
y_pred[179],9.076,3.994,1.585,16.427,0.081,0.09,2418.0,1506.0,1.0
y_pred[180],7.097,2.293,2.934,11.482,0.045,0.057,2595.0,1262.0,1.0
y_pred[181],2.362,0.635,1.248,3.629,0.012,0.017,2641.0,1204.0,1.0
y_pred[182],5.959,1.664,3.073,9.136,0.039,0.036,1869.0,1520.0,1.0
y_pred[183],3.599,0.919,1.926,5.334,0.018,0.023,2706.0,1285.0,1.0
y_pred[184],7.103,2.214,2.924,11.201,0.043,0.053,2644.0,1618.0,1.0
y_pred[185],8.057,3.188,1.831,13.805,0.062,0.08,2672.0,1252.0,1.0
y_pred[186],7.503,2.511,3.099,12.21,0.046,0.06,2968.0,1516.0,1.0
y_pred[187],3.039,0.762,1.603,4.436,0.015,0.017,2549.0,1388.0,1.0
y_pred[188],8.309,3.005,2.733,13.747,0.06,0.07,2484.0,1298.0,1.0
y_pred[189],8.348,3.013,2.504,13.646,0.063,0.072,2338.0,1274.0,1.0
y_pred[190],7.161,2.453,2.783,11.81,0.049,0.057,2560.0,1415.0,1.0
y_pred[191],5.888,1.639,3.017,9.163,0.03,0.043,3077.0,1309.0,1.0
y_pred[192],4.324,1.028,2.243,6.23,0.022,0.025,2178.0,1298.0,1.0
y_pred[193],3.847,0.916,2.194,5.586,0.018,0.021,2510.0,1671.0,1.0
y_pred[194],3.063,0.749,1.561,4.449,0.015,0.02,2433.0,1168.0,1.0
y_pred[195],2.751,0.72,1.516,4.22,0.013,0.016,2906.0,1303.0,1.0
y_pred[196],9.003,3.872,1.936,16.354,0.073,0.094,2825.0,1290.0,1.0
y_pred[197],4.989,1.307,2.472,7.279,0.028,0.039,2234.0,1479.0,1.0
y_pred[198],6.176,1.817,2.685,9.491,0.035,0.043,2655.0,1234.0,1.0
y_pred[199],3.113,0.781,1.674,4.525,0.015,0.02,2720.0,1442.0,1.0
y_pred[200],5.557,1.515,2.783,8.278,0.031,0.032,2452.0,1528.0,1.0
y_pred[201],8.856,3.557,1.431,14.927,0.07,0.089,2595.0,1218.0,1.0
y_pred[202],3.075,0.784,1.672,4.556,0.015,0.018,2589.0,1524.0,1.0
y_pred[203],9.709,4.802,1.166,18.888,0.104,0.108,2148.0,1505.0,1.0
y_pred[204],8.258,3.203,2.128,14.0,0.06,0.085,2811.0,1428.0,1.0
y_pred[205],2.968,0.713,1.606,4.261,0.013,0.017,2882.0,1624.0,1.0
y_pred[206],4.122,1.063,2.042,5.962,0.021,0.03,2437.0,1034.0,1.0
y_pred[207],5.704,1.572,2.756,8.551,0.035,0.034,2002.0,1596.0,1.0
y_pred[208],7.988,2.992,2.626,13.996,0.066,0.081,2052.0,1035.0,1.0
y_pred[209],8.413,3.225,2.09,14.22,0.056,0.081,3335.0,1483.0,1.0
y_pred[210],4.971,1.303,2.649,7.53,0.026,0.032,2516.0,1308.0,1.0
y_pred[211],8.792,3.659,1.913,15.346,0.075,0.093,2352.0,1414.0,1.0
y_pred[212],6.325,1.835,2.984,9.634,0.041,0.04,2034.0,1471.0,1.0
y_pred[213],8.794,3.607,2.756,15.975,0.075,0.09,2325.0,1465.0,1.0
y_pred[214],5.171,1.322,2.521,7.553,0.026,0.036,2672.0,1297.0,1.0
y_pred[215],7.925,2.987,2.209,13.292,0.056,0.071,2854.0,1584.0,1.0
y_pred[216],3.386,0.802,1.831,4.798,0.016,0.02,2667.0,1210.0,1.0
y_pred[217],3.182,0.809,1.687,4.649,0.015,0.022,2978.0,1311.0,1.0
y_pred[218],9.632,4.557,1.382,18.209,0.089,0.108,2652.0,1374.0,1.0
y_pred[219],7.919,2.914,2.607,13.291,0.057,0.065,2676.0,1437.0,1.0
y_pred[220],5.391,1.4,2.56,7.839,0.027,0.035,2648.0,1345.0,1.0
y_pred[221],9.278,4.062,1.288,16.527,0.081,0.097,2497.0,1427.0,1.01
y_pred[222],6.969,2.019,3.224,10.767,0.038,0.044,2811.0,1552.0,1.0
y_pred[223],9.01,3.901,1.808,16.284,0.083,0.085,2222.0,1303.0,1.0
y_pred[224],2.873,0.734,1.539,4.242,0.015,0.018,2323.0,1349.0,1.0
y_pred[225],9.068,3.943,1.644,16.187,0.07,0.115,3093.0,1359.0,1.0
y_pred[226],2.58,0.654,1.246,3.723,0.014,0.015,2068.0,1378.0,1.0
y_pred[227],4.181,1.001,2.25,6.061,0.021,0.026,2255.0,1319.0,1.0
y_pred[228],4.167,1.062,2.27,6.216,0.019,0.027,3149.0,1370.0,1.01
y_pred[229],8.728,3.655,1.917,15.608,0.073,0.102,2533.0,1119.0,1.0
y_pred[230],2.356,0.634,1.209,3.563,0.012,0.016,2717.0,1360.0,1.0
y_pred[231],5.088,1.349,2.559,7.674,0.027,0.031,2490.0,1034.0,1.0
y_pred[232],2.64,0.703,1.314,3.945,0.015,0.018,2255.0,1434.0,1.0
y_pred[233],2.162,0.642,0.88,3.256,0.013,0.019,2582.0,1112.0,1.0
y_pred[234],7.465,2.518,2.877,12.371,0.048,0.061,2770.0,1505.0,1.0
y_pred[235],8.394,3.149,2.997,14.903,0.06,0.074,2811.0,1445.0,1.0
y_pred[236],9.114,4.037,1.98,17.106,0.07,0.101,3315.0,1417.0,1.0
y_pred[237],3.594,0.859,2.021,5.289,0.017,0.02,2584.0,1395.0,1.0
y_pred[238],7.283,2.328,3.247,12.093,0.048,0.06,2359.0,1239.0,1.01
y_pred[239],9.217,3.886,2.119,16.566,0.076,0.104,2614.0,1322.0,1.0
y_pred[240],4.945,1.253,2.513,7.203,0.025,0.033,2505.0,1216.0,1.0
y_pred[241],5.108,1.365,2.379,7.502,0.028,0.034,2410.0,1490.0,1.0
y_pred[242],7.178,2.308,2.788,11.329,0.052,0.049,1968.0,1216.0,1.01
y_pred[243],7.825,2.661,2.956,12.738,0.051,0.066,2769.0,1260.0,1.0
y_pred[244],4.826,1.213,2.843,7.324,0.025,0.029,2350.0,1270.0,1.0
y_pred[245],5.778,1.587,2.655,8.663,0.031,0.039,2555.0,1366.0,1.0
y_pred[246],6.175,1.762,2.871,9.451,0.031,0.045,3275.0,1438.0,1.0
y_pred[247],7.379,2.417,3.257,12.39,0.042,0.063,3368.0,1336.0,1.0
y_pred[248],3.24,0.806,1.616,4.612,0.015,0.021,2981.0,1354.0,1.0
y_pred[249],6.152,1.817,2.792,9.579,0.033,0.047,2945.0,1364.0,1.01
y_pred[250],3.94,0.986,2.244,5.923,0.02,0.023,2401.0,1355.0,1.0
y_pred[251],5.265,1.357,2.831,7.822,0.027,0.033,2447.0,1368.0,1.0
y_pred[252],8.162,3.065,2.188,13.55,0.065,0.102,2319.0,940.0,1.0
y_pred[253],6.229,1.752,2.847,9.372,0.036,0.041,2435.0,1552.0,1.0
y_pred[254],9.369,4.343,1.204,17.304,0.084,0.123,2674.0,1280.0,1.0
y_pred[255],2.928,0.754,1.62,4.401,0.014,0.018,2797.0,1249.0,1.0
y_pred[256],3.46,0.828,1.956,5.031,0.016,0.02,2546.0,1313.0,1.0
y_pred[257],4.289,1.067,2.391,6.402,0.02,0.025,2914.0,1396.0,1.0
y_pred[258],4.519,1.106,2.412,6.481,0.022,0.027,2525.0,1352.0,1.0
y_pred[259],9.41,4.254,0.427,16.62,0.073,0.139,3322.0,1054.0,1.0
y_pred[260],7.537,2.571,2.657,12.427,0.05,0.07,2641.0,1343.0,1.0
y_pred[261],8.333,3.147,2.195,13.999,0.062,0.089,2590.0,1197.0,1.0
y_pred[262],3.578,0.859,2.05,5.309,0.016,0.024,2783.0,1096.0,1.0
y_pred[263],6.745,2.012,2.911,10.393,0.04,0.051,2547.0,1427.0,1.0
y_pred[264],9.689,4.603,1.014,18.305,0.104,0.121,1944.0,1332.0,1.0
y_pred[265],9.187,3.919,2.129,16.684,0.071,0.103,3029.0,1448.0,1.0
y_pred[266],6.884,2.196,2.589,10.843,0.038,0.054,3348.0,1547.0,1.0
y_pred[267],4.613,1.11,2.504,6.603,0.021,0.024,2694.0,1457.0,1.0
y_pred[268],5.702,1.531,2.772,8.422,0.032,0.033,2322.0,1315.0,1.0
y_pred[269],5.688,1.548,2.707,8.457,0.028,0.038,3169.0,1590.0,1.0
y_pred[270],2.78,0.706,1.385,4.08,0.013,0.017,2755.0,1548.0,1.0
y_pred[271],7.915,2.92,2.345,13.29,0.058,0.071,2524.0,1220.0,1.0
y_pred[272],3.145,0.783,1.591,4.504,0.016,0.02,2371.0,1246.0,1.0
y_pred[273],5.76,1.585,2.914,8.728,0.031,0.04,2595.0,1436.0,1.0
y_pred[274],8.547,3.493,1.797,14.691,0.073,0.081,2281.0,1356.0,1.0
y_pred[275],3.982,0.982,2.094,5.772,0.019,0.024,2593.0,1559.0,1.0
y_pred[276],5.804,1.624,2.787,8.888,0.032,0.049,2531.0,1188.0,1.0
y_pred[277],6.109,1.75,2.406,9.11,0.034,0.041,2573.0,1505.0,1.0
y_pred[278],5.584,1.505,2.673,8.326,0.03,0.04,2620.0,1296.0,1.0
y_pred[279],4.771,1.191,2.595,7.096,0.025,0.028,2348.0,1359.0,1.0
y_pred[280],8.31,3.154,2.269,14.043,0.058,0.073,2950.0,1435.0,1.0
y_pred[281],8.07,2.878,2.609,13.263,0.056,0.065,2587.0,1314.0,1.0
y_pred[282],9.386,4.46,1.596,17.803,0.078,0.117,3315.0,1234.0,1.0
y_pred[283],8.729,3.418,2.37,15.106,0.067,0.084,2627.0,1386.0,1.0
y_pred[284],6.38,1.803,2.716,9.608,0.035,0.043,2664.0,1409.0,1.0
y_pred[285],9.284,4.058,1.346,16.774,0.082,0.108,2461.0,1323.0,1.0
y_pred[286],2.346,0.638,1.184,3.566,0.015,0.016,1875.0,1263.0,1.0
y_pred[287],4.017,0.943,2.285,5.918,0.019,0.022,2423.0,1385.0,1.0
y_pred[288],3.523,0.843,1.865,5.082,0.016,0.021,2678.0,1466.0,1.0
y_pred[289],2.67,0.687,1.37,3.933,0.013,0.019,3022.0,1363.0,1.0
y_pred[290],7.68,2.53,2.842,12.508,0.048,0.062,2810.0,1315.0,1.0
y_pred[291],3.398,0.886,1.62,4.936,0.021,0.024,1854.0,1106.0,1.0
y_pred[292],6.852,1.999,3.01,10.368,0.04,0.046,2548.0,1294.0,1.0
y_pred[293],2.342,0.64,1.126,3.481,0.014,0.015,2140.0,1437.0,1.0
y_pred[294],5.518,1.473,2.796,8.229,0.028,0.042,2712.0,1136.0,1.0
y_pred[295],9.201,4.164,2.108,17.396,0.094,0.1,1971.0,1116.0,1.0
y_pred[296],8.309,3.111,2.748,14.324,0.058,0.081,2910.0,1364.0,1.0
y_pred[297],4.303,1.078,2.34,6.374,0.02,0.025,2869.0,1473.0,1.0
y_pred[298],4.954,1.282,2.813,7.468,0.025,0.029,2557.0,1330.0,1.0
y_pred[299],2.234,0.612,1.086,3.395,0.012,0.014,2779.0,1613.0,1.0
y_pred[300],8.412,3.329,2.27,14.588,0.057,0.087,3398.0,1356.0,1.0
y_pred[301],5.067,1.293,2.546,7.461,0.027,0.031,2263.0,1397.0,1.0
y_pred[302],9.33,4.053,1.623,16.754,0.091,0.101,1996.0,1049.0,1.0
y_pred[303],4.202,1.065,2.373,6.334,0.021,0.023,2607.0,1381.0,1.0
y_pred[304],6.758,2.106,2.849,10.79,0.046,0.045,2114.0,1639.0,1.0
y_pred[305],2.714,0.676,1.348,3.905,0.014,0.015,2340.0,1332.0,1.0
y_pred[306],9.153,4.034,1.732,16.874,0.079,0.097,2583.0,1299.0,1.0
y_pred[307],8.775,3.648,1.58,15.212,0.065,0.085,3142.0,1411.0,1.0
y_pred[308],6.152,1.731,3.005,9.46,0.037,0.036,2240.0,1494.0,1.0
y_pred[309],9.354,4.105,2.08,17.158,0.083,0.086,2486.0,1657.0,1.0
y_pred[310],7.478,2.496,2.809,12.175,0.047,0.056,2836.0,1419.0,1.0
y_pred[311],5.535,1.495,2.694,8.202,0.028,0.036,2790.0,1147.0,1.0
y_pred[312],2.397,0.637,1.207,3.616,0.012,0.015,2684.0,1457.0,1.0
y_pred[313],3.486,0.862,1.923,5.13,0.017,0.021,2445.0,1464.0,1.0
y_pred[314],9.618,4.34,1.564,17.681,0.078,0.121,3124.0,1046.0,1.0
y_pred[315],9.068,3.618,2.231,15.674,0.076,0.071,2274.0,1638.0,1.0
y_pred[316],2.81,0.76,1.36,4.197,0.014,0.02,2755.0,1377.0,1.0
y_pred[317],3.147,0.774,1.706,4.581,0.015,0.019,2656.0,1490.0,1.0
y_pred[318],2.668,0.679,1.375,3.947,0.012,0.018,3145.0,1402.0,1.0
y_pred[319],4.327,1.045,2.496,6.421,0.018,0.026,3302.0,1416.0,1.0
y_pred[320],2.275,0.627,0.962,3.377,0.012,0.018,2749.0,1264.0,1.0
y_pred[321],4.01,1.014,2.135,5.982,0.02,0.024,2550.0,1457.0,1.0
y_pred[322],5.612,1.528,2.721,8.543,0.031,0.044,2458.0,1020.0,1.0
y_pred[323],5.872,1.629,2.819,8.967,0.03,0.037,2876.0,1517.0,1.0
y_pred[324],7.982,2.779,2.742,12.875,0.052,0.067,2833.0,1231.0,1.0
y_pred[325],8.734,3.323,2.775,15.059,0.061,0.087,2984.0,1368.0,1.0
y_pred[326],3.45,0.872,1.839,5.055,0.015,0.021,3269.0,1506.0,1.0
y_pred[327],9.046,3.928,1.895,16.721,0.075,0.096,2735.0,1242.0,1.0
y_pred[328],7.585,2.629,3.104,12.923,0.046,0.068,3251.0,1285.0,1.0
y_pred[329],6.342,1.898,2.797,9.921,0.036,0.05,2744.0,1442.0,1.0
y_pred[330],7.88,2.816,2.433,13.067,0.06,0.058,2149.0,1455.0,1.0
y_pred[331],2.657,0.7,1.362,3.959,0.013,0.016,2766.0,1432.0,1.0
y_pred[332],4.916,1.249,2.622,7.162,0.02,0.029,3842.0,1466.0,1.0
y_pred[333],6.511,1.98,2.741,10.172,0.044,0.049,1977.0,1189.0,1.0
y_pred[334],3.234,0.803,1.704,4.702,0.015,0.02,2848.0,1385.0,1.0
y_pred[335],2.733,0.706,1.333,4.036,0.012,0.018,3225.0,1342.0,1.0
y_pred[336],5.802,1.668,2.826,9.094,0.034,0.041,2451.0,1291.0,1.0
y_pred[337],7.77,2.716,2.734,12.778,0.048,0.068,3199.0,1580.0,1.0
y_pred[338],3.353,0.813,1.857,4.847,0.017,0.018,2384.0,1401.0,1.0
y_pred[339],9.556,4.504,0.552,17.526,0.086,0.113,2736.0,1335.0,1.0
y_pred[340],6.147,1.798,2.778,9.487,0.038,0.043,2245.0,1544.0,1.0
y_pred[341],8.41,3.135,2.625,14.305,0.058,0.078,2910.0,1431.0,1.0
y_pred[342],4.203,1.055,2.29,6.209,0.021,0.026,2505.0,1321.0,1.0
y_pred[343],4.249,1.045,2.287,6.111,0.021,0.023,2570.0,1366.0,1.0
y_pred[344],3.528,0.883,1.971,5.246,0.016,0.02,2917.0,1245.0,1.0
y_pred[345],8.45,3.242,2.264,14.732,0.06,0.077,2957.0,1553.0,1.0
y_pred[346],9.287,4.176,0.579,16.399,0.083,0.106,2535.0,1479.0,1.0
y_pred[347],9.14,4.092,1.548,17.103,0.076,0.101,2881.0,1335.0,1.0
y_pred[348],6.954,2.182,2.959,10.893,0.041,0.052,2896.0,1414.0,1.0
y_pred[349],8.343,3.218,2.619,14.45,0.063,0.077,2618.0,1586.0,1.0
y_pred[350],8.247,3.218,2.284,14.19,0.064,0.079,2522.0,1414.0,1.0
y_pred[351],8.88,3.761,1.824,16.015,0.066,0.093,3273.0,1269.0,1.0
y_pred[352],3.967,0.93,2.197,5.641,0.02,0.021,2194.0,1456.0,1.0
y_pred[353],3.597,0.894,1.932,5.225,0.017,0.019,2656.0,1434.0,1.0
y_pred[354],5.527,1.435,2.862,8.148,0.027,0.031,2747.0,1411.0,1.0
y_pred[355],6.893,2.184,2.617,10.88,0.045,0.056,2373.0,1252.0,1.0
y_pred[356],2.611,0.692,1.249,3.874,0.012,0.017,3225.0,1355.0,1.0
y_pred[357],4.838,1.246,2.513,7.133,0.026,0.028,2326.0,1406.0,1.0
y_pred[358],4.444,1.11,2.187,6.344,0.019,0.029,3272.0,1541.0,1.0
y_pred[359],6.823,2.194,2.493,10.708,0.043,0.055,2664.0,1336.0,1.0
y_pred[360],4.772,1.175,2.502,6.915,0.021,0.037,3212.0,1186.0,1.0
y_pred[361],5.506,1.554,2.543,8.344,0.033,0.044,2168.0,1022.0,1.0
y_pred[362],5.958,1.724,2.485,8.949,0.034,0.047,2597.0,1060.0,1.0
y_pred[363],5.117,1.298,2.455,7.32,0.026,0.03,2527.0,1308.0,1.0
y_pred[364],6.067,1.718,2.888,9.263,0.032,0.041,2861.0,986.0,1.0
y_pred[365],4.97,1.225,2.582,7.172,0.026,0.029,2277.0,1476.0,1.0
y_pred[366],9.642,4.569,1.227,18.271,0.096,0.126,2275.0,1289.0,1.0
y_pred[367],7.699,2.644,2.874,12.653,0.051,0.071,2614.0,1434.0,1.0
y_pred[368],5.715,1.586,2.96,8.936,0.03,0.035,2871.0,1480.0,1.0
y_pred[369],7.679,2.666,2.959,12.938,0.058,0.062,2136.0,1279.0,1.0
y_pred[370],4.206,0.994,2.33,6.045,0.018,0.022,2923.0,1521.0,1.0
y_pred[371],3.85,0.959,2.227,5.731,0.018,0.023,2894.0,1407.0,1.0
y_pred[372],6.533,2.041,2.629,10.21,0.044,0.053,2094.0,1390.0,1.0
y_pred[373],9.49,4.382,0.971,17.56,0.101,0.102,1906.0,1298.0,1.0
y_pred[374],3.337,0.841,1.88,5.031,0.018,0.022,2242.0,1403.0,1.0
y_pred[375],6.212,1.856,2.887,9.705,0.035,0.043,2732.0,1454.0,1.01
y_pred[376],5.917,1.592,2.731,8.645,0.031,0.04,2736.0,1361.0,1.01
y_pred[377],2.173,0.599,1.022,3.245,0.012,0.014,2380.0,1509.0,1.0
y_pred[378],7.975,2.838,2.826,13.341,0.059,0.073,2302.0,1499.0,1.0
y_pred[379],4.864,1.253,2.687,7.34,0.023,0.035,2993.0,1411.0,1.0
y_pred[380],6.33,1.849,2.922,9.814,0.039,0.044,2215.0,1601.0,1.0
y_pred[381],4.352,1.089,2.325,6.292,0.022,0.026,2446.0,1458.0,1.0
y_pred[382],2.951,0.73,1.517,4.234,0.014,0.017,2553.0,1468.0,1.0
y_pred[383],3.282,0.807,1.79,4.737,0.017,0.017,2186.0,1679.0,1.0
y_pred[384],5.6,1.498,2.768,8.288,0.028,0.037,2787.0,1366.0,1.0
y_pred[385],2.191,0.6,1.044,3.275,0.013,0.015,2262.0,1313.0,1.01
y_pred[386],3.994,0.953,2.253,5.744,0.02,0.02,2298.0,1568.0,1.0
y_pred[387],3.499,0.863,1.942,5.182,0.016,0.023,3089.0,1495.0,1.0
y_pred[388],7.41,2.344,3.34,11.935,0.039,0.05,3537.0,1599.0,1.0
y_pred[389],3.432,0.824,1.924,4.957,0.017,0.021,2482.0,1295.0,1.0
y_pred[390],9.257,3.898,1.914,16.673,0.078,0.088,2461.0,1611.0,1.0
y_pred[391],7.735,2.789,2.292,12.605,0.057,0.066,2377.0,1417.0,1.0
y_pred[392],3.309,0.81,1.809,4.798,0.016,0.02,2514.0,1387.0,1.0
y_pred[393],3.151,0.817,1.563,4.661,0.018,0.023,1970.0,1154.0,1.0
y_pred[394],6.411,1.866,2.995,10.039,0.034,0.048,2994.0,1291.0,1.0
y_pred[395],9.711,4.452,1.319,18.104,0.082,0.109,2972.0,1353.0,1.0
y_pred[396],6.235,1.833,2.868,9.785,0.04,0.042,2133.0,1318.0,1.0
y_pred[397],3.449,0.822,2.002,5.106,0.018,0.019,2063.0,1656.0,1.0
y_pred[398],4.721,1.214,2.489,6.993,0.023,0.029,2787.0,1529.0,1.0
y_pred[399],5.883,1.71,2.879,9.288,0.036,0.037,2289.0,1440.0,1.0
y_pred[400],6.228,1.807,2.746,9.475,0.032,0.046,3249.0,1288.0,1.0
y_pred[401],8.676,3.6,1.875,15.36,0.066,0.089,2954.0,1360.0,1.0
y_pred[402],7.161,2.307,2.78,11.464,0.048,0.052,2291.0,1420.0,1.0
y_pred[403],6.377,1.884,3.016,10.103,0.036,0.045,2763.0,1362.0,1.0
y_pred[404],4.88,1.273,2.569,7.298,0.024,0.035,2841.0,1411.0,1.0
y_pred[405],4.357,1.113,2.285,6.432,0.021,0.032,2758.0,1256.0,1.0
y_pred[406],2.817,0.715,1.429,4.093,0.013,0.019,2959.0,1123.0,1.01
y_pred[407],8.864,3.492,2.545,16.082,0.066,0.11,2793.0,893.0,1.0
y_pred[408],2.542,0.664,1.243,3.745,0.012,0.015,3018.0,1535.0,1.0
y_pred[409],3.66,0.906,2.11,5.429,0.018,0.024,2488.0,1362.0,1.0
y_pred[410],4.742,1.158,2.598,6.892,0.021,0.027,3105.0,1271.0,1.0
y_pred[411],6.195,1.743,2.73,9.286,0.035,0.048,2432.0,959.0,1.0
y_pred[412],8.098,3.144,1.938,13.505,0.06,0.082,2765.0,1285.0,1.0
y_pred[413],5.709,1.565,2.866,8.787,0.032,0.037,2336.0,1380.0,1.0
y_pred[414],7.729,2.759,3.037,12.93,0.055,0.062,2391.0,1269.0,1.0
y_pred[415],6.412,1.894,2.677,10.018,0.038,0.052,2532.0,1232.0,1.0
y_pred[416],6.694,2.0,3.226,10.54,0.039,0.046,2594.0,1530.0,1.0
y_pred[417],8.473,3.093,2.769,14.173,0.061,0.086,2600.0,1049.0,1.0
y_pred[418],7.687,2.632,2.896,12.597,0.055,0.065,2290.0,1542.0,1.0
y_pred[419],7.182,2.327,2.835,11.4,0.049,0.064,2269.0,1076.0,1.0
y_pred[420],4.988,1.229,2.711,7.294,0.025,0.03,2340.0,1482.0,1.0
y_pred[421],7.998,2.887,2.505,13.453,0.059,0.067,2472.0,1376.0,1.0
y_pred[422],7.851,2.866,2.651,13.318,0.057,0.074,2515.0,1143.0,1.0
y_pred[423],2.2,0.621,1.033,3.324,0.013,0.014,2272.0,1436.0,1.0
y_pred[424],4.448,1.117,2.305,6.481,0.023,0.026,2345.0,1493.0,1.0
y_pred[425],5.293,1.414,2.507,7.753,0.024,0.041,3599.0,1310.0,1.0
y_pred[426],6.294,1.846,2.79,9.811,0.033,0.041,3056.0,1497.0,1.0
y_pred[427],9.18,4.236,1.002,16.743,0.085,0.091,2481.0,1237.0,1.0
y_pred[428],4.223,1.076,2.039,6.176,0.022,0.032,2387.0,1089.0,1.0
y_pred[429],2.274,0.616,1.182,3.521,0.012,0.016,2567.0,1335.0,1.0
y_pred[430],3.404,0.866,1.692,4.938,0.018,0.022,2359.0,1175.0,1.0
y_pred[431],6.883,2.259,2.576,10.984,0.047,0.06,2327.0,1287.0,1.0
y_pred[432],2.837,0.702,1.521,4.121,0.013,0.016,2776.0,1423.0,1.0
y_pred[433],3.041,0.765,1.616,4.508,0.013,0.021,3423.0,1433.0,1.01
y_pred[434],7.195,2.32,3.087,11.819,0.043,0.068,2895.0,1153.0,1.0
y_pred[435],3.967,0.905,2.351,5.724,0.017,0.019,2785.0,1475.0,1.0
y_pred[436],3.618,0.927,1.795,5.31,0.018,0.023,2650.0,1292.0,1.0
y_pred[437],5.313,1.45,2.733,8.217,0.028,0.035,2669.0,1265.0,1.0
y_pred[438],8.396,3.359,1.969,14.525,0.062,0.08,2931.0,1396.0,1.0
y_pred[439],7.283,2.474,3.174,12.547,0.045,0.062,2966.0,1368.0,1.0
y_pred[440],9.428,4.152,1.933,17.076,0.081,0.092,2645.0,1343.0,1.0
y_pred[441],6.973,2.212,2.697,10.974,0.04,0.052,3007.0,1434.0,1.0
y_pred[442],2.861,0.742,1.489,4.243,0.014,0.021,2907.0,1193.0,1.0
y_pred[443],4.835,1.276,2.635,7.284,0.026,0.033,2359.0,1434.0,1.0
y_pred[444],2.632,0.682,1.326,3.888,0.014,0.015,2500.0,1493.0,1.0
y_pred[445],9.437,4.356,1.237,17.44,0.084,0.105,2686.0,1375.0,1.0
y_pred[446],4.37,1.078,2.242,6.36,0.023,0.03,2177.0,1245.0,1.0
y_pred[447],2.599,0.673,1.444,3.941,0.014,0.017,2271.0,1408.0,1.0
y_pred[448],2.57,0.658,1.377,3.814,0.013,0.02,2572.0,1400.0,1.0
y_pred[449],7.156,2.392,2.826,11.709,0.046,0.055,2704.0,1422.0,1.0
y_pred[450],4.681,1.191,2.528,6.994,0.027,0.027,1933.0,1326.0,1.0
y_pred[451],3.673,0.883,1.976,5.273,0.017,0.024,2621.0,1363.0,1.0
y_pred[452],5.166,1.35,2.663,7.779,0.026,0.029,2742.0,1446.0,1.0
y_pred[453],8.312,3.217,2.336,14.518,0.057,0.086,3249.0,1382.0,1.0
y_pred[454],5.729,1.629,2.418,8.48,0.036,0.04,2036.0,1196.0,1.0
y_pred[455],3.833,0.946,2.063,5.605,0.02,0.024,2210.0,1310.0,1.0
y_pred[456],4.059,1.015,2.336,6.071,0.022,0.025,2144.0,1417.0,1.0
y_pred[457],6.419,1.951,2.791,10.023,0.037,0.046,2803.0,1217.0,1.0
y_pred[458],7.021,2.273,2.829,11.338,0.044,0.062,2731.0,1276.0,1.0
y_pred[459],4.087,1.02,2.083,5.875,0.019,0.031,2757.0,1228.0,1.02
y_pred[460],3.195,0.797,1.744,4.762,0.014,0.02,3465.0,1613.0,1.0
y_pred[461],3.274,0.777,1.782,4.713,0.016,0.018,2396.0,1290.0,1.0
y_pred[462],6.593,2.061,2.937,10.56,0.038,0.062,2886.0,1269.0,1.0
y_pred[463],8.302,3.064,2.439,13.858,0.055,0.084,3079.0,1399.0,1.0
y_pred[464],3.324,0.802,1.793,4.766,0.016,0.017,2568.0,1580.0,1.0
y_pred[465],9.554,4.238,0.686,16.423,0.077,0.106,3041.0,1324.0,1.0
y_pred[466],8.047,2.807,2.26,12.901,0.054,0.067,2754.0,1338.0,1.0
